"","carrier","flight","tailnum","origin","dest","distance","departure","scheduled_departure","arrival","scheduled_arrival"
"2690","MQ",3317,"N516MQ","LGA","RDU",431,"03.09.2013 21:24:00 Uhr","03.09.2013 21:00:00 Uhr","03.09.2013 22:52:00 Uhr","03.09.2013 22:35:00 Uhr"
"2691","EV",4171,"N12567","EWR","MSN",799,"15.04.2013 14:22:00 Uhr","15.04.2013 14:03:00 Uhr","15.04.2013 15:52:00 Uhr","15.04.2013 15:24:00 Uhr"
"2692","UA",1281,"N87507","EWR","SFO",2565,"14.05.2013 09:25:00 Uhr","14.05.2013 09:30:00 Uhr","14.05.2013 12:49:00 Uhr","14.05.2013 13:05:00 Uhr"
"2693","B6",615,"N806JB","JFK","JAX",828,"03.03.2013 13:51:00 Uhr","03.03.2013 14:00:00 Uhr","03.03.2013 16:03:00 Uhr","03.03.2013 16:31:00 Uhr"
"2694","UA",1451,"N13113","EWR","BOS",200,"16.08.2013 13:57:00 Uhr","16.08.2013 13:59:00 Uhr","16.08.2013 15:04:00 Uhr","16.08.2013 15:09:00 Uhr"
"2695","UA",504,"N560UA","JFK","SFO",2586,"13.11.2013 08:58:00 Uhr","13.11.2013 09:00:00 Uhr","13.11.2013 11:54:00 Uhr","13.11.2013 12:35:00 Uhr"
"2696","B6",675,"N534JB","JFK","MSY",1182,"17.09.2013 06:20:00 Uhr","17.09.2013 06:30:00 Uhr","17.09.2013 08:21:00 Uhr","17.09.2013 08:38:00 Uhr"
"2697","EV",5068,"N181PQ","EWR","DTW",488,"18.07.2013 05:51:00 Uhr","18.07.2013 06:00:00 Uhr","18.07.2013 07:41:00 Uhr","18.07.2013 07:51:00 Uhr"
"2698","UA",1115,"N16709","EWR","TPA",997,"31.10.2013 11:51:00 Uhr","31.10.2013 11:40:00 Uhr","31.10.2013 14:25:00 Uhr","31.10.2013 14:30:00 Uhr"
"2699","B6",641,"N805JB","JFK","SFO",2586,"28.02.2013 10:44:00 Uhr","28.02.2013 10:35:00 Uhr","28.02.2013 13:35:00 Uhr","28.02.2013 14:04:00 Uhr"
"2700","AA",179,"N319AA","JFK","SFO",2586,"01.07.2013 10:24:00 Uhr","01.07.2013 10:30:00 Uhr","01.07.2013 14:16:00 Uhr","01.07.2013 13:45:00 Uhr"
"2701","9E",4059,"N8982A","LGA","DAY",549,"07.06.2013 19:08:00 Uhr","07.06.2013 18:35:00 Uhr","07.06.2013 21:08:00 Uhr","07.06.2013 20:49:00 Uhr"
"2702","UA",212,"N536UA","EWR","SFO",2565,"26.07.2013 18:42:00 Uhr","26.07.2013 18:00:00 Uhr","26.07.2013 22:25:00 Uhr","26.07.2013 21:19:00 Uhr"
"2703","VX",415,"N621VA","JFK","LAX",2475,"09.08.2013 22:09:00 Uhr","09.08.2013 20:01:00 Uhr","09.08.2013 01:21:00 Uhr","09.08.2013 23:05:00 Uhr"
"2704","DL",792,"N339NB","LGA","MSY",1183,"24.12.2013 16:49:00 Uhr","24.12.2013 16:50:00 Uhr","24.12.2013 19:17:00 Uhr","24.12.2013 19:30:00 Uhr"
"2705","UA",1581,"N33209","EWR","SEA",2402,"12.03.2013 09:09:00 Uhr","12.03.2013 08:59:00 Uhr","12.03.2013 12:15:00 Uhr","12.03.2013 12:19:00 Uhr"
"2706","9E",4033,"N8771A","LGA","TYS",647,"30.11.2013 12:53:00 Uhr","30.11.2013 13:00:00 Uhr","30.11.2013 15:02:00 Uhr","30.11.2013 15:17:00 Uhr"
"2707","DL",1485,"N953DL","LGA","MCO",950,"24.11.2013 19:36:00 Uhr","24.11.2013 19:30:00 Uhr","24.11.2013 22:33:00 Uhr","24.11.2013 22:30:00 Uhr"
"2708","AA",303,"N4XYAA","LGA","ORD",733,"29.10.2013 06:23:00 Uhr","29.10.2013 06:30:00 Uhr","29.10.2013 07:49:00 Uhr","29.10.2013 08:05:00 Uhr"
"2709","MQ",3419,"N503MQ","LGA","ATL",762,"22.08.2013 08:51:00 Uhr","22.08.2013 08:40:00 Uhr","22.08.2013 12:28:00 Uhr","22.08.2013 11:00:00 Uhr"
"2710","B6",1,"N606JB","JFK","FLL",1069,"12.12.2013 10:20:00 Uhr","12.12.2013 10:21:00 Uhr","12.12.2013 13:34:00 Uhr","12.12.2013 13:25:00 Uhr"
"2711","MQ",4410,"N821MQ","JFK","DCA",213,"08.03.2013 17:00:00 Uhr","08.03.2013 17:05:00 Uhr","08.03.2013 18:15:00 Uhr","08.03.2013 18:30:00 Uhr"
"2712","US",1909,"N946UW","LGA","PHL",96,"30.08.2013 05:54:00 Uhr","30.08.2013 06:00:00 Uhr","30.08.2013 06:41:00 Uhr","30.08.2013 06:56:00 Uhr"
"2713","DL",401,"N355NB","EWR","ATL",746,"29.08.2013 11:43:00 Uhr","29.08.2013 11:45:00 Uhr","29.08.2013 13:40:00 Uhr","29.08.2013 13:58:00 Uhr"
"2714","AA",327,"N3EFAA","LGA","ORD",733,"07.01.2013 11:23:00 Uhr","07.01.2013 11:25:00 Uhr","07.01.2013 12:58:00 Uhr","07.01.2013 13:05:00 Uhr"
"2715","UA",642,"N597UA","JFK","SFO",2586,"07.09.2013 09:55:00 Uhr","07.09.2013 09:59:00 Uhr","07.09.2013 13:01:00 Uhr","07.09.2013 13:14:00 Uhr"
"2716","DL",884,"N338NW","LGA","DEN",1620,"27.03.2013 17:31:00 Uhr","27.03.2013 17:35:00 Uhr","27.03.2013 20:03:00 Uhr","27.03.2013 20:03:00 Uhr"
"2717","B6",403,"N657JB","JFK","SJU",1598,"17.04.2013 08:17:00 Uhr","17.04.2013 08:20:00 Uhr","17.04.2013 11:53:00 Uhr","17.04.2013 12:12:00 Uhr"
"2718","MQ",3257,"N816MQ","LGA","RDU",431,"04.12.2013 20:33:00 Uhr","04.12.2013 20:40:00 Uhr","04.12.2013 21:55:00 Uhr","04.12.2013 22:20:00 Uhr"
"2719","B6",905,"N231JB","JFK","ORD",740,"06.11.2013 06:24:00 Uhr","06.11.2013 06:30:00 Uhr","06.11.2013 07:58:00 Uhr","06.11.2013 08:06:00 Uhr"
"2720","B6",1729,"N625JB","JFK","RSW",1074,"29.06.2013 17:27:00 Uhr","29.06.2013 15:30:00 Uhr","29.06.2013 20:46:00 Uhr","29.06.2013 18:45:00 Uhr"
"2721","B6",102,"N760JB","JFK","BUF",301,"11.01.2013 07:03:00 Uhr","11.01.2013 06:45:00 Uhr","11.01.2013 08:24:00 Uhr","11.01.2013 08:08:00 Uhr"
"2722","US",1277,"N764US","LGA","CLT",544,"26.06.2013 09:54:00 Uhr","26.06.2013 09:59:00 Uhr","26.06.2013 11:32:00 Uhr","26.06.2013 12:01:00 Uhr"
"2723","DL",406,"N3753","JFK","MIA",1089,"13.12.2013 12:25:00 Uhr","13.12.2013 12:30:00 Uhr","13.12.2013 15:19:00 Uhr","13.12.2013 15:44:00 Uhr"
"2724","B6",2602,"N373JB","JFK","BUF",301,"15.08.2013 10:27:00 Uhr","15.08.2013 10:35:00 Uhr","15.08.2013 11:54:00 Uhr","15.08.2013 11:54:00 Uhr"
"2725","DL",1819,"N917DL","LGA","MSP",1020,"03.06.2013 15:17:00 Uhr","03.06.2013 14:40:00 Uhr","03.06.2013 17:25:00 Uhr","03.06.2013 16:45:00 Uhr"
"2726","UA",466,"N570UA","EWR","LAX",2454,"01.05.2013 16:28:00 Uhr","01.05.2013 16:29:00 Uhr","01.05.2013 19:30:00 Uhr","01.05.2013 19:38:00 Uhr"
"2727","EV",5268,"N761ND","LGA","CLT",544,"21.06.2013 19:20:00 Uhr","21.06.2013 19:15:00 Uhr","21.06.2013 21:04:00 Uhr","21.06.2013 21:31:00 Uhr"
"2728","DL",781,"N909DL","LGA","ATL",762,"28.07.2013 12:55:00 Uhr","28.07.2013 12:59:00 Uhr","28.07.2013 15:18:00 Uhr","28.07.2013 15:34:00 Uhr"
"2729","B6",989,"N590JB","JFK","FLL",1069,"06.04.2013 17:48:00 Uhr","06.04.2013 17:50:00 Uhr","06.04.2013 20:44:00 Uhr","06.04.2013 20:58:00 Uhr"
"2730","B6",8,"N183JB","JFK","PWM",273,"05.08.2013 07:38:00 Uhr","05.08.2013 07:42:00 Uhr","05.08.2013 08:47:00 Uhr","05.08.2013 08:57:00 Uhr"
"2731","DL",1959,"N713TW","JFK","MCO",944,"11.11.2013 07:50:00 Uhr","11.11.2013 08:00:00 Uhr","11.11.2013 10:31:00 Uhr","11.11.2013 10:53:00 Uhr"
"2732","MQ",4669,"N525MQ","LGA","ATL",762,"11.03.2013 14:36:00 Uhr","11.03.2013 14:45:00 Uhr","11.03.2013 17:30:00 Uhr","11.03.2013 17:10:00 Uhr"
"2733","US",487,"N679AW","JFK","CLT",541,"20.03.2013 08:19:00 Uhr","20.03.2013 08:25:00 Uhr","20.03.2013 10:34:00 Uhr","20.03.2013 10:26:00 Uhr"
"2734","MQ",4662,"N532MQ","LGA","ATL",762,"01.01.2013 21:10:00 Uhr","01.01.2013 20:20:00 Uhr","01.01.2013 23:40:00 Uhr","01.01.2013 22:45:00 Uhr"
"2735","AA",133,"N319AA","JFK","LAX",2475,"23.11.2013 15:40:00 Uhr","23.11.2013 15:45:00 Uhr","23.11.2013 19:18:00 Uhr","23.11.2013 19:20:00 Uhr"
"2736","B6",461,"N587JB","LGA","PBI",1035,"18.12.2013 07:27:00 Uhr","18.12.2013 07:29:00 Uhr","18.12.2013 10:13:00 Uhr","18.12.2013 10:20:00 Uhr"
"2737","EV",4298,"N27152","EWR","MCI",1092,"07.02.2013 11:14:00 Uhr","07.02.2013 11:20:00 Uhr","07.02.2013 13:24:00 Uhr","07.02.2013 13:36:00 Uhr"
"2738","WN",114,"N626SW","LGA","MDW",725,"24.06.2013 11:50:00 Uhr","24.06.2013 11:10:00 Uhr","24.06.2013 13:03:00 Uhr","24.06.2013 12:45:00 Uhr"
"2739","UA",695,"N812UA","LGA","ORD",733,"11.03.2013 19:52:00 Uhr","11.03.2013 20:00:00 Uhr","11.03.2013 21:13:00 Uhr","11.03.2013 21:39:00 Uhr"
"2740","AA",301,"N4XRAA","LGA","ORD",733,"16.07.2013 05:56:00 Uhr","16.07.2013 06:00:00 Uhr","16.07.2013 07:20:00 Uhr","16.07.2013 07:25:00 Uhr"
"2741","AA",305,"N585AA","LGA","ORD",733,"25.07.2013 06:56:00 Uhr","25.07.2013 07:00:00 Uhr","25.07.2013 08:35:00 Uhr","25.07.2013 08:35:00 Uhr"
"2742","B6",36,"N809JB","JFK","ROC",264,"06.04.2013 16:59:00 Uhr","06.04.2013 17:03:00 Uhr","06.04.2013 18:11:00 Uhr","06.04.2013 18:36:00 Uhr"
"2743","EV",4143,"N14174","EWR","RIC",277,"22.05.2013 11:44:00 Uhr","22.05.2013 11:50:00 Uhr","22.05.2013 13:06:00 Uhr","22.05.2013 13:12:00 Uhr"
"2744","UA",1409,"N16713","EWR","MCO",937,"05.06.2013 21:24:00 Uhr","05.06.2013 21:29:00 Uhr","05.06.2013 23:58:00 Uhr","05.06.2013 0:26:00 Uhr"
"2745","DL",2347,"N958DL","LGA","ATL",762,"08.09.2013 14:57:00 Uhr","08.09.2013 14:59:00 Uhr","08.09.2013 17:29:00 Uhr","08.09.2013 17:34:00 Uhr"
"2746","AA",1925,"N3KCAA","LGA","MIA",1096,"19.05.2013 14:41:00 Uhr","19.05.2013 14:45:00 Uhr","19.05.2013 17:25:00 Uhr","19.05.2013 18:05:00 Uhr"
"2747","MQ",3678,"N507MQ","EWR","ORD",719,"14.06.2013 16:23:00 Uhr","14.06.2013 13:35:00 Uhr","14.06.2013 18:27:00 Uhr","14.06.2013 14:55:00 Uhr"
"2748","B6",683,"N648JB","JFK","MCO",944,"20.12.2013 07:26:00 Uhr","20.12.2013 07:10:00 Uhr","20.12.2013 10:10:00 Uhr","20.12.2013 10:07:00 Uhr"
"2749","B6",1503,"N729JB","JFK","SJU",1598,"18.11.2013 0:11:00 Uhr","18.11.2013 23:59:00 Uhr","18.11.2013 04:31:00 Uhr","18.11.2013 04:40:00 Uhr"
"2750","UA",511,"N539UA","EWR","LAS",2227,"17.10.2013 06:42:00 Uhr","17.10.2013 06:48:00 Uhr","17.10.2013 09:01:00 Uhr","17.10.2013 09:13:00 Uhr"
"2751","UA",681,"N836UA","LGA","ORD",733,"20.10.2013 13:14:00 Uhr","20.10.2013 13:00:00 Uhr","20.10.2013 14:31:00 Uhr","20.10.2013 14:34:00 Uhr"
"2752","EV",5601,"N720EV","LGA","CLT",544,"15.07.2013 16:34:00 Uhr","15.07.2013 16:43:00 Uhr","15.07.2013 18:52:00 Uhr","15.07.2013 19:07:00 Uhr"
"2753","US",687,"N668AW","EWR","CLT",529,"15.08.2013 17:30:00 Uhr","15.08.2013 17:35:00 Uhr","15.08.2013 19:28:00 Uhr","15.08.2013 19:28:00 Uhr"
"2754","DL",985,"N311US","JFK","BOS",187,"16.08.2013 22:03:00 Uhr","16.08.2013 21:45:00 Uhr","16.08.2013 23:25:00 Uhr","16.08.2013 23:16:00 Uhr"
"2755","DL",2190,"N347NW","JFK","MIA",1089,"05.01.2013 18:46:00 Uhr","05.01.2013 18:45:00 Uhr","05.01.2013 21:53:00 Uhr","05.01.2013 22:21:00 Uhr"
"2756","UA",848,"N431UA","EWR","PHX",2133,"23.04.2013 06:42:00 Uhr","23.04.2013 06:41:00 Uhr","23.04.2013 09:19:00 Uhr","23.04.2013 09:15:00 Uhr"
"2757","DL",1375,"N3763D","JFK","SLC",1990,"16.09.2013 12:54:00 Uhr","16.09.2013 12:59:00 Uhr","16.09.2013 16:01:00 Uhr","16.09.2013 15:57:00 Uhr"
"2758","UA",1592,"N33294","EWR","MCO",937,"29.05.2013 07:22:00 Uhr","29.05.2013 07:20:00 Uhr","29.05.2013 10:11:00 Uhr","29.05.2013 10:05:00 Uhr"
"2759","UA",220,"N449UA","EWR","SFO",2565,"12.04.2013 09:57:00 Uhr","12.04.2013 09:30:00 Uhr","12.04.2013 13:12:00 Uhr","12.04.2013 13:09:00 Uhr"
"2760","AA",1611,"N3CRAA","LGA","MIA",1096,"10.03.2013 18:10:00 Uhr","10.03.2013 18:10:00 Uhr","10.03.2013 21:02:00 Uhr","10.03.2013 21:30:00 Uhr"
"2761","WN",625,"N930WN","EWR","MDW",711,"09.08.2013 19:41:00 Uhr","09.08.2013 18:00:00 Uhr","09.08.2013 21:37:00 Uhr","09.08.2013 19:30:00 Uhr"
"2762","MQ",3317,"N526MQ","LGA","RDU",431,"14.10.2013 20:57:00 Uhr","14.10.2013 21:00:00 Uhr","14.10.2013 22:20:00 Uhr","14.10.2013 22:35:00 Uhr"
"2763","UA",235,"N463UA","EWR","BOS",200,"21.02.2013 10:14:00 Uhr","21.02.2013 10:14:00 Uhr","21.02.2013 11:12:00 Uhr","21.02.2013 11:23:00 Uhr"
"2764","B6",625,"N348JB","JFK","HOU",1428,"07.01.2013 11:49:00 Uhr","07.01.2013 11:55:00 Uhr","07.01.2013 14:21:00 Uhr","07.01.2013 14:59:00 Uhr"
"2765","AA",443,"N5BYAA","JFK","MIA",1089,"23.03.2013 07:13:00 Uhr","23.03.2013 07:15:00 Uhr","23.03.2013 10:26:00 Uhr","23.03.2013 10:45:00 Uhr"
"2766","DL",2159,"N372DA","JFK","MCO",944,"19.03.2013 18:51:00 Uhr","19.03.2013 18:57:00 Uhr","19.03.2013 21:28:00 Uhr","19.03.2013 21:57:00 Uhr"
"2767","MQ",4146,"N617MQ","JFK","CMH",483,"18.03.2013 15:41:00 Uhr","18.03.2013 15:30:00 Uhr","18.03.2013 17:51:00 Uhr","18.03.2013 17:25:00 Uhr"
"2768","UA",216,"N491UA","EWR","PHX",2133,"08.03.2013 06:28:00 Uhr","08.03.2013 06:30:00 Uhr","08.03.2013 10:43:00 Uhr","08.03.2013 10:14:00 Uhr"
"2769","AA",307,"N4WPAA","LGA","ORD",733,"21.09.2013 07:57:00 Uhr","21.09.2013 07:59:00 Uhr","21.09.2013 09:20:00 Uhr","21.09.2013 09:34:00 Uhr"
"2770","DL",2043,"N707TW","JFK","ATL",760,"22.01.2013 13:25:00 Uhr","22.01.2013 13:30:00 Uhr","22.01.2013 15:52:00 Uhr","22.01.2013 16:05:00 Uhr"
"2771","AA",791,"N3JXAA","LGA","DFW",1389,"29.03.2013 19:25:00 Uhr","29.03.2013 19:35:00 Uhr","29.03.2013 22:02:00 Uhr","29.03.2013 22:40:00 Uhr"
"2772","DL",31,"N3737C","JFK","SLC",1990,"31.10.2013 15:43:00 Uhr","31.10.2013 15:48:00 Uhr","31.10.2013 19:11:00 Uhr","31.10.2013 19:09:00 Uhr"
"2773","FL",645,"N953AT","LGA","ATL",762,"22.03.2013 18:52:00 Uhr","22.03.2013 18:59:00 Uhr","22.03.2013 21:08:00 Uhr","22.03.2013 21:25:00 Uhr"
"2774","UA",1281,"N13248","EWR","SFO",2565,"22.05.2013 09:21:00 Uhr","22.05.2013 09:24:00 Uhr","22.05.2013 12:55:00 Uhr","22.05.2013 12:59:00 Uhr"
"2775","B6",44,"N643JB","JFK","SYR",209,"08.03.2013 07:38:00 Uhr","08.03.2013 07:30:00 Uhr","08.03.2013 09:38:00 Uhr","08.03.2013 08:43:00 Uhr"
"2776","B6",1289,"N598JB","EWR","SJU",1608,"10.09.2013 07:24:00 Uhr","10.09.2013 07:30:00 Uhr","10.09.2013 11:17:00 Uhr","10.09.2013 11:24:00 Uhr"
"2777","B6",199,"N661JB","LGA","MCO",950,"19.11.2013 09:27:00 Uhr","19.11.2013 09:30:00 Uhr","19.11.2013 12:33:00 Uhr","19.11.2013 12:21:00 Uhr"
"2778","B6",1083,"N561JB","JFK","MCO",944,"25.10.2013 20:20:00 Uhr","25.10.2013 20:01:00 Uhr","25.10.2013 22:52:00 Uhr","25.10.2013 22:49:00 Uhr"
"2779","B6",219,"N296JB","JFK","CLT",541,"01.03.2013 08:14:00 Uhr","01.03.2013 08:04:00 Uhr","01.03.2013 10:10:00 Uhr","01.03.2013 10:04:00 Uhr"
"2780","B6",83,"N656JB","JFK","SEA",2422,"14.04.2013 13:45:00 Uhr","14.04.2013 13:40:00 Uhr","14.04.2013 16:40:00 Uhr","14.04.2013 16:44:00 Uhr"
"2781","DL",2331,"N939DL","LGA","DTW",502,"07.07.2013 0:14:00 Uhr","07.07.2013 17:30:00 Uhr","07.07.2013 01:43:00 Uhr","07.07.2013 19:40:00 Uhr"
"2782","UA",1093,"N76517","EWR","RSW",1068,"04.07.2013 06:01:00 Uhr","04.07.2013 06:05:00 Uhr","04.07.2013 08:49:00 Uhr","04.07.2013 09:09:00 Uhr"
"2783","UA",561,"N567UA","LGA","DEN",1620,"08.08.2013 07:53:00 Uhr","08.08.2013 07:55:00 Uhr","08.08.2013 10:25:00 Uhr","08.08.2013 10:09:00 Uhr"
"2784","UA",1110,"N39450","EWR","LAS",2227,"16.11.2013 09:57:00 Uhr","16.11.2013 09:59:00 Uhr","16.11.2013 12:33:00 Uhr","16.11.2013 12:45:00 Uhr"
"2785","UA",1151,"N73445","EWR","SEA",2402,"31.05.2013 16:37:00 Uhr","31.05.2013 16:10:00 Uhr","31.05.2013 19:33:00 Uhr","31.05.2013 19:30:00 Uhr"
"2786","US",1277,"N730US","LGA","CLT",544,"15.02.2013 09:58:00 Uhr","15.02.2013 10:00:00 Uhr","15.02.2013 12:01:00 Uhr","15.02.2013 12:09:00 Uhr"
"2787","UA",1463,"N24702","EWR","BOS",200,"24.10.2013 16:42:00 Uhr","24.10.2013 16:20:00 Uhr","24.10.2013 17:52:00 Uhr","24.10.2013 17:40:00 Uhr"
"2788","FL",721,"N910AT","LGA","CAK",397,"05.08.2013 14:58:00 Uhr","05.08.2013 14:30:00 Uhr","05.08.2013 16:31:00 Uhr","05.08.2013 15:58:00 Uhr"
"2789","MQ",3407,"N531MQ","LGA","CMH",479,"11.09.2013 08:43:00 Uhr","11.09.2013 08:50:00 Uhr","11.09.2013 10:25:00 Uhr","11.09.2013 10:45:00 Uhr"
"2790","UA",1177,"N37456","EWR","ORD",719,"14.12.2013 16:04:00 Uhr","14.12.2013 16:10:00 Uhr","14.12.2013 17:50:00 Uhr","14.12.2013 17:43:00 Uhr"
"2791","EV",4679,"N14991","EWR","JAX",820,"14.06.2013 13:00:00 Uhr","14.06.2013 12:31:00 Uhr","14.06.2013 15:16:00 Uhr","14.06.2013 14:55:00 Uhr"
"2792","UA",1127,"N18119","EWR","SFO",2565,"09.04.2013 18:33:00 Uhr","09.04.2013 18:00:00 Uhr","09.04.2013 21:42:00 Uhr","09.04.2013 21:36:00 Uhr"
"2793","US",1843,"N536UW","EWR","CLT",529,"29.03.2013 04:53:00 Uhr","29.03.2013 05:00:00 Uhr","29.03.2013 06:25:00 Uhr","29.03.2013 06:48:00 Uhr"
"2794","UA",1463,"N16732","EWR","BOS",200,"30.09.2013 16:21:00 Uhr","30.09.2013 16:20:00 Uhr","30.09.2013 17:27:00 Uhr","30.09.2013 17:40:00 Uhr"
"2795","EV",5383,"N723EV","LGA","ROC",254,"06.11.2013 18:55:00 Uhr","06.11.2013 19:05:00 Uhr","06.11.2013 20:12:00 Uhr","06.11.2013 20:40:00 Uhr"
"2796","UA",1280,"N23708","LGA","IAH",1416,"18.10.2013 12:45:00 Uhr","18.10.2013 12:59:00 Uhr","18.10.2013 15:29:00 Uhr","18.10.2013 15:55:00 Uhr"
"2797","UA",1289,"N38473","EWR","SFO",2565,"28.11.2013 10:00:00 Uhr","28.11.2013 10:01:00 Uhr","28.11.2013 13:15:00 Uhr","28.11.2013 13:30:00 Uhr"
"2798","DL",485,"N308DE","EWR","ATL",746,"26.02.2013 08:57:00 Uhr","26.02.2013 09:00:00 Uhr","26.02.2013 11:36:00 Uhr","26.02.2013 11:35:00 Uhr"
"2799","VX",23,"N847VA","JFK","SFO",2586,"22.03.2013 10:46:00 Uhr","22.03.2013 10:30:00 Uhr","22.03.2013 14:02:00 Uhr","22.03.2013 14:10:00 Uhr"
"2800","UA",1684,"N32404","EWR","MIA",1085,"23.07.2013 19:58:00 Uhr","23.07.2013 18:25:00 Uhr","23.07.2013 22:37:00 Uhr","23.07.2013 21:34:00 Uhr"
"2801","AA",337,"N493AA","LGA","ORD",733,"10.09.2013 14:13:00 Uhr","10.09.2013 14:20:00 Uhr","10.09.2013 15:46:00 Uhr","10.09.2013 15:55:00 Uhr"
"2802","EV",4278,"N16918","EWR","CAE",602,"06.10.2013 21:17:00 Uhr","06.10.2013 19:00:00 Uhr","06.10.2013 23:06:00 Uhr","06.10.2013 20:57:00 Uhr"
"2803","B6",1639,"N796JB","LGA","RSW",1080,"05.08.2013 13:31:00 Uhr","05.08.2013 13:14:00 Uhr","05.08.2013 16:37:00 Uhr","05.08.2013 16:20:00 Uhr"
"2804","B6",425,"N523JB","JFK","TPA",1005,"29.12.2013 22:08:00 Uhr","29.12.2013 21:41:00 Uhr","29.12.2013 01:06:00 Uhr","29.12.2013 0:37:00 Uhr"
"2805","9E",3285,"N920XJ","JFK","MSY",1182,"09.09.2013 18:55:00 Uhr","09.09.2013 19:05:00 Uhr","09.09.2013 20:49:00 Uhr","09.09.2013 21:34:00 Uhr"
"2806","DL",1465,"N727TW","JFK","SFO",2586,"07.05.2013 18:59:00 Uhr","07.05.2013 19:00:00 Uhr","07.05.2013 21:49:00 Uhr","07.05.2013 22:51:00 Uhr"
"2807","DL",61,"N921DL","LGA","ATL",762,"24.12.2013 17:29:00 Uhr","24.12.2013 17:29:00 Uhr","24.12.2013 19:56:00 Uhr","24.12.2013 20:12:00 Uhr"
"2808","AA",1103,"N3JCAA","LGA","DFW",1389,"06.10.2013 06:02:00 Uhr","06.10.2013 06:10:00 Uhr","06.10.2013 08:46:00 Uhr","06.10.2013 08:55:00 Uhr"
"2809","DL",1854,"N368NW","LGA","FLL",1076,"11.08.2013 19:57:00 Uhr","11.08.2013 19:30:00 Uhr","11.08.2013 23:01:00 Uhr","11.08.2013 22:39:00 Uhr"
"2810","B6",112,"N598JB","JFK","BUF",301,"19.01.2013 22:50:00 Uhr","19.01.2013 22:53:00 Uhr","19.01.2013 0:15:00 Uhr","19.01.2013 0:15:00 Uhr"
"2811","DL",575,"N341NB","EWR","ATL",746,"08.11.2013 06:25:00 Uhr","08.11.2013 06:30:00 Uhr","08.11.2013 08:40:00 Uhr","08.11.2013 08:54:00 Uhr"
"2812","UA",883,"N564UA","LGA","DEN",1620,"25.02.2013 08:07:00 Uhr","25.02.2013 08:02:00 Uhr","25.02.2013 10:26:00 Uhr","25.02.2013 10:32:00 Uhr"
"2813","VX",23,"N635VA","JFK","SFO",2586,"02.06.2013 10:40:00 Uhr","02.06.2013 10:30:00 Uhr","02.06.2013 13:45:00 Uhr","02.06.2013 13:50:00 Uhr"
"2814","EV",4328,"N12126","EWR","MSY",1167,"28.11.2013 12:10:00 Uhr","28.11.2013 12:15:00 Uhr","28.11.2013 14:15:00 Uhr","28.11.2013 14:40:00 Uhr"
"2815","B6",91,"N821JB","JFK","OAK",2576,"24.05.2013 17:05:00 Uhr","24.05.2013 17:00:00 Uhr","24.05.2013 21:05:00 Uhr","24.05.2013 20:35:00 Uhr"
"2816","UA",204,"N830UA","EWR","LAX",2454,"02.04.2013 20:02:00 Uhr","02.04.2013 20:05:00 Uhr","02.04.2013 22:55:00 Uhr","02.04.2013 23:23:00 Uhr"
"2817","EV",4636,"N22909","EWR","DCA",199,"07.05.2013 09:37:00 Uhr","07.05.2013 09:23:00 Uhr","07.05.2013 10:50:00 Uhr","07.05.2013 10:46:00 Uhr"
"2818","MQ",2949,"N644MQ","JFK","BNA",765,"01.10.2013 16:29:00 Uhr","01.10.2013 16:35:00 Uhr","01.10.2013 17:32:00 Uhr","01.10.2013 18:15:00 Uhr"
"2819","VX",169,"N525VA","EWR","LAX",2454,"15.05.2013 20:18:00 Uhr","15.05.2013 18:55:00 Uhr","15.05.2013 23:10:00 Uhr","15.05.2013 22:20:00 Uhr"
"2820","EV",4344,"N17984","EWR","DTW",488,"01.03.2013 07:43:00 Uhr","01.03.2013 07:35:00 Uhr","01.03.2013 09:32:00 Uhr","01.03.2013 09:35:00 Uhr"
"2821","DL",2343,"N928DL","EWR","ATL",746,"14.11.2013 10:24:00 Uhr","14.11.2013 10:30:00 Uhr","14.11.2013 12:43:00 Uhr","14.11.2013 12:48:00 Uhr"
"2822","UA",1471,"N17245","EWR","SFO",2565,"16.06.2013 18:33:00 Uhr","16.06.2013 18:21:00 Uhr","16.06.2013 22:35:00 Uhr","16.06.2013 21:49:00 Uhr"
"2823","MQ",4333,"N628MQ","JFK","PIT",340,"01.04.2013 15:10:00 Uhr","01.04.2013 15:15:00 Uhr","01.04.2013 17:04:00 Uhr","01.04.2013 17:00:00 Uhr"
"2824","AA",1815,"N5FMAA","JFK","MCO",944,"01.02.2013 06:57:00 Uhr","01.02.2013 06:59:00 Uhr","01.02.2013 10:42:00 Uhr","01.02.2013 09:59:00 Uhr"
"2825","EV",4085,"N14117","EWR","OMA",1134,"24.10.2013 20:55:00 Uhr","24.10.2013 20:23:00 Uhr","24.10.2013 23:02:00 Uhr","24.10.2013 22:40:00 Uhr"
"2826","EV",4240,"N14570","EWR","BUF",282,"15.07.2013 09:22:00 Uhr","15.07.2013 09:30:00 Uhr","15.07.2013 10:30:00 Uhr","15.07.2013 10:51:00 Uhr"
"2827","DL",1879,"N333NW","LGA","FLL",1076,"13.04.2013 07:01:00 Uhr","13.04.2013 07:05:00 Uhr","13.04.2013 09:59:00 Uhr","13.04.2013 10:07:00 Uhr"
"2828","MQ",4255,"N698MQ","JFK","BNA",765,"07.06.2013 19:31:00 Uhr","07.06.2013 17:00:00 Uhr","07.06.2013 21:40:00 Uhr","07.06.2013 18:35:00 Uhr"
